MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
8.537550274029888,25.31537273983423,0.0,4.355644931608689,8.928023561923894,NNE,30.597278082255432,SSE,NNE,6.59727808225543,15.819053424211988,71.58366849353258,31.986390411277156,1017.5497989038804,1013.0289823285572,3.416331506467417,5.805443835489139,14.519455616451086,23.958366849353254,No,0.0,Yes
3.8,13.8,0.0,2.8,0.8,WNW,31.0,W,NNW,6.0,26.0,67.0,54.0,1020.6,1018.5,7.0,7.0,10.5,12.4,No,0.0,No
4.126819672713315,9.142131684362145,0.1140555718565963,2.190331971849235,0.1332644433614057,W,64.38200525758441,NW,NW,18.02215369789677,27.23748480874004,65.10700899523012,80.87983474355792,1004.9729604417312,1001.3890874541636,7.894288098563822,6.993482393249827,10.102645149489138,9.349341672034427,No,1.4783594615574136,Yes
15.156796265189724,21.078398132594863,6.44488991102621,9.121180323351156,3.92413113172904,NNE,33.0,NW,NNE,17.410960145403575,17.805058528647805,93.60168617621594,67.19072603081236,1015.2809273969189,1012.8614332497835,8.0,4.796627647568132,15.296627647568132,19.85763935329769,Yes,5.606235865070365,Yes
15.0,29.4,0.0,6.6,11.1,NW,43.0,N,W,9.0,24.0,78.0,24.0,1010.8,1008.5,7.0,7.0,20.6,28.6,No,0.0,No
12.78781023506195,22.72221716716656,3.9515693472781295,6.0700365013286985,5.492335770252845,W,45.96167885126423,NNW,WNW,8.694251827689635,16.592335770252845,94.69425182768964,60.61149634462073,1011.1057481723104,1007.1261313837977,7.898083942563211,5.2038321148735776,14.291642349935527,21.09164234993553,Yes,4.317677252737576,Yes
12.1,27.5,0.0,7.4,11.7,NE,35.0,SSE,E,7.0,15.0,69.0,40.0,1011.8,1007.4,7.0,2.0,18.6,26.8,No,0.0,No
12.2138463819955,20.58046362108161,0.1113467493091214,6.068991840357485,0.662096140006327,NE,21.777032555577374,NE,ENE,7.3705427085194115,6.3289966211581605,69.77847318682657,56.3089710315969,1018.7933770513886,1015.4439714333064,8.0,7.9816409300925955,15.92992864648148,19.46302870108226,No,0.0,Yes
2.1,17.3,0.0,1.6,9.2,W,43.0,SSW,WNW,6.0,28.0,81.0,38.0,1020.0,1017.3,1.0,2.0,8.7,15.9,No,0.0,No
-3.4,12.5,0.0,3.0,6.8,SSE,48.0,NNW,WNW,7.0,30.0,89.0,30.0,1025.2,1021.8,6.0,7.0,1.4,11.2,No,0.0,No
11.206182051429066,23.04374029306129,2.7449767033471084,6.0375064712924695,3.751262295455693,NW,83.81246764353764,NNE,NNE,5.04997411483012,9.32509059809458,74.63729938993343,64.48737704544307,1010.1175168253604,1007.0337454700953,6.33745470095271,7.23750647129247,15.518753235646235,20.390005177033977,Yes,1.3762738279047304,Yes
0.2,15.5,1.0,2.4,9.4,SE,31.0,SE,WNW,0.0,11.0,79.0,37.0,1020.6,1018.2,1.0,1.0,7.2,15.3,No,0.0,No
-2.7,18.1,0.0,2.2,9.3,W,52.0,SE,WNW,0.0,24.0,85.0,36.0,1017.8,1014.3,1.0,1.0,3.5,16.7,No,0.0,No
-5.3,13.1,0.0,2.2,7.9,NW,33.0,N,NNW,4.0,20.0,94.0,47.0,1029.6,1025.6,6.0,6.0,0.1,12.2,No,0.0,No
6.3,11.8,0.0,2.6,6.5,WNW,63.0,NNW,WNW,20.0,28.0,81.0,48.0,1018.7,1020.4,6.0,1.0,7.0,11.5,No,0.0,No
16.115084807656313,33.7070157010483,0.0,8.627367536503183,9.637543454230626,NNE,62.31928792587048,NE,W,5.04561256083864,13.0,66.8070157010483,30.670178018532383,1016.711576957132,1012.8649109907338,1.0,6.47719371958068,21.054735073006366,32.14561256083864,No,0.0,Yes
3.0781025214687463,11.22580313243769,1.521881845174372,1.8389814976809256,0.3873381495021706,W,35.91297425797385,SE,N,0.0,12.882641840154085,98.46064414123852,95.67395615870404,1023.4702691011264,1021.0394749342664,6.7944096034216805,8.0,6.973285901532291,9.502960774626272,No,2.737110157981915,Yes
16.72757342133951,19.982352749048022,0.6547793277085097,8.98161771910699,0.0,E,27.27389663854255,N,E,6.181985234077507,11.363970468155014,88.72794093631003,72.72794093631003,1011.3733453660868,1009.3731616086015,8.0,8.0,16.863970468155014,18.99154388949453,No,0.3471041463265465,Yes
15.098916984620477,29.318514687909,6.271892720876939,2.6967509538614287,7.61959770328852,N,40.78648786812823,NW,NW,6.747292461551191,21.03919540657704,79.39865901096174,48.10675606593588,1013.081485312091,1008.7804022967116,2.5337803296794217,7.106756065935884,21.042702426374355,27.99716347472182,Yes,8.221674934853784,Yes
-0.1,14.7,0.0,3.4,9.9,ENE,30.0,SE,NE,6.0,15.0,60.0,43.0,1029.9,1025.9,1.0,5.0,7.2,12.3,No,0.0,No
2.4758907592742623,9.866180978766696,0.8977347822974171,2.4977347822974174,0.6105179345102398,W,61.93204346892252,NW,NW,16.571201079563654,25.18770651317897,67.5792826195904,82.63915761064115,1006.2888331557924,1002.2843027203874,7.872168477871771,7.127831522128229,8.679613040676752,8.612783152212822,No,0.0,Yes
13.9,34.7,0.0,6.4,8.5,SSW,46.0,SE,ENE,11.0,7.0,50.0,18.0,1022.8,1019.3,0.0,3.0,20.2,32.7,No,0.2,No
-1.6,11.5,0.0,2.8,8.9,N,31.0,ESE,NNW,7.0,20.0,82.0,53.0,1024.3,1021.9,1.0,1.0,3.0,11.1,No,0.0,No
7.1,23.4,0.0,3.4,10.2,ESE,39.0,SE,WSW,2.0,7.0,72.0,29.0,1021.0,1016.9,0.0,1.0,12.7,22.4,No,0.0,No
7.98696794428937,17.253913369836837,4.64696043804207,2.3617401095105177,1.7530395619579302,NW,54.68693041305287,NNW,SSW,20.495630960605457,16.34783424592098,90.34783424592098,87.15653479347357,1010.9304331508158,1009.3486892881816,7.269566849184196,7.269566849184196,14.281743862634167,13.678267396736782,Yes,4.525835632341192,Yes
9.538033991542155,25.93484671950761,0.0,5.494438347684742,10.32854419756744,NW,47.762125853389854,N,NW,20.92396803166197,25.83039331164498,47.4028532386892,30.823577049369916,1015.6573855527286,1011.0029293759352,3.1383969514334797,1.1940160090890912,18.29112269521452,25.917950239549512,No,0.0,Yes
12.6,20.2,19.8,2.6,9.1,W,46.0,NNW,W,17.0,20.0,76.0,50.0,1007.9,1008.4,5.0,4.0,15.1,17.4,Yes,0.0,No
12.204193426664109,29.16091382295969,0.0,7.2,8.222688158518233,ESE,39.56720396295586,SSW,WNW,2.4537631703646854,10.134407925911711,77.31935524445296,30.09247365927063,1012.4495697437006,1009.1794085548138,2.5672039629558565,6.886559207408829,17.717634219255277,28.736128951109407,No,0.3211187161819965,Yes
4.962246098688469,12.052266489069403,0.8,1.1691475178013566,0.1422868794503391,SSE,30.67151595877544,SE,N,2.597090424734738,12.422868794503392,99.0,93.11434397251696,1025.583118971268,1022.8602501767648,7.288565602748304,8.0,7.973680495940164,10.04282801374152,No,1.9372105565715767,Yes
5.384393232327016,18.8707130008438,3.286705075754738,2.342196616163508,5.8414260016876005,NNE,26.84778539564969,NW,SSW,7.996146927620463,8.566474621226309,98.14450845959124,51.71098308081754,1024.261656456216,1020.4479762247328,6.429672306394154,3.4296723063941537,8.055106233170816,18.242196616163508,Yes,4.349440848659162,Yes
2.6460527345853144,10.240230393135922,1.181447341061131,1.4874519017328522,0.7756107734656752,W,37.4754223639385,SE,N,0.3594129401336421,13.105942583579582,98.77838271682218,94.82293480922748,1024.0727151149486,1020.6486578556136,7.032405133687974,8.0,6.673984506325403,9.25461130216969,No,2.8910637982462823,Yes
15.551861261168936,32.743306349125014,0.0,8.034219648175684,9.025664736131764,NE,54.42774560219605,SSE,W,6.0,16.497341055472948,70.33156070364863,25.50265894452705,1015.9015953667164,1011.4267283139426,4.4973410554729485,6.0,21.03421964817568,31.17646241948988,No,0.0,Yes
14.302171628899186,21.19543478976087,7.000924021270392,9.159200308752323,4.357326595139311,NW,31.404980908819084,NNE,NNW,19.52790170848109,20.24163963226026,93.47872894518976,65.47172388968673,1014.5396816712656,1013.3075217065252,7.658530117814484,3.949673837079391,14.172497239916288,19.330094391790706,Yes,7.930490048957713,Yes
2.117017878347433,11.287927637590002,1.2582396628044223,1.6508654683155424,0.0270188772449592,W,38.06971683464079,SE,NE,0.2879107399118336,13.396473143613722,98.10272771908016,95.53266790335712,1023.7960041310024,1020.2207708611782,6.893579537590232,7.906317199234889,6.006173480913304,8.224594326179238,No,0.9804772395801952,Yes
15.28010886802388,19.679564527904493,19.17793150754633,4.741415284310405,0.0198911319761226,NNE,33.795645279044905,SE,NNE,8.70163302035816,13.696189619164292,91.00544340119389,88.19891131976122,1009.326570657248,1006.805590845033,8.0,8.0,17.900544340119385,18.37125198227459,Yes,18.340335849431032,Yes
14.959243473321708,29.46407895068709,0.0,6.683486820533899,8.622335540420142,E,48.679605246564535,SE,ESE,8.320394753435462,14.281579013741853,63.262171143895046,36.64078950687093,1018.3650328540832,1014.4650328540832,3.9611842603063874,7.0,20.27282898221447,28.624276327404825,No,0.0,Yes
13.2,33.1,0.0,8.6,9.7,ENE,39.0,SE,NNW,7.0,7.0,91.0,18.0,1020.9,1017.7,7.0,1.0,16.1,31.7,No,0.0,No
8.4,22.8,16.2,5.4,7.7,E,31.0,S,ESE,7.0,6.0,82.0,32.0,1024.1,1020.7,7.0,1.0,13.3,21.7,Yes,0.0,No
6.3,16.1,0.0,1.8,2.9,S,35.0,S,S,19.0,24.0,63.0,33.0,1019.7,1016.2,7.0,7.0,10.0,15.7,No,0.0,No
16.518234237818508,22.750157657337635,2.2805045034804263,6.077981986078294,0.690725223753113,N,32.0990540559742,S,N,6.0990540559742,13.0,93.50157657337633,75.39936937064947,1014.8204414405452,1012.2808198181556,8.0,7.699684685324733,17.538990993039146,21.589463965052047,Yes,1.8271332774734697,Yes
4.804338711614153,18.414983272018095,3.653152924394896,1.969084826188399,5.235253885425754,ESE,22.309151738116007,NNW,W,6.0,6.502371574438515,98.07254478565196,50.57965950896752,1026.7854910428696,1023.2854910428696,7.0,4.115931901793504,7.197084233048956,17.768610511300697,Yes,2.8295371623220675,Yes
15.3,33.4,0.0,8.8,9.5,WNW,59.0,N,NW,2.0,31.0,60.0,26.0,1012.4,1006.5,1.0,5.0,22.2,32.8,No,0.4,No
0.2,15.5,1.0,2.4,9.4,SE,31.0,SE,WNW,0.0,11.0,79.0,37.0,1020.6,1018.2,1.0,1.0,7.2,15.3,No,0.0,No
16.097580161882394,19.416600141082636,19.400031691074087,5.206745974360072,0.1490002342624567,NE,33.46456061387605,SSE,NNW,8.44623398438863,13.96160670238898,93.73763480742905,87.47756602751377,1009.32519367292,1006.0744343693912,8.0,7.988033916454999,17.304485363058706,18.882976053010005,Yes,21.017133850317464,Yes
13.156838923075243,15.58483619373319,38.74484984044345,7.16288416524173,9.012512675212648,NW,54.13255655270811,WNW,W,29.893954757833512,24.185579173791357,62.15906786324973,55.86744344729189,1005.4390239857544,1006.7534448119628,2.1060452421664877,6.973488689458378,13.52386017948746,14.166278276354054,Yes,40.06410332628118,Yes
14.498421366527506,24.14474782846267,4.450516271119845,6.644201737229864,5.884213665275049,W,47.76320497912573,NNW,WNW,9.173649681974466,17.031572669449904,94.98421366527504,60.07893167362476,1010.8741957732072,1006.9010325422396,8.0,4.984213665275049,15.779477764857564,22.54790509540766,Yes,4.387490934867203,Yes
16.0,23.8,2.2,5.4,6.2,SSE,30.0,SE,ESE,11.0,11.0,73.0,49.0,1018.9,1017.1,8.0,7.0,16.5,22.9,Yes,0.0,No
3.3252438476982555,22.055112316359075,0.0413790540814174,6.683320502505368,5.283530639237955,NW,81.63929015262528,SSE,NW,1.84399109865596,20.920057657508277,50.14635544868307,48.45123012371597,1011.6782823640862,1006.6010202707406,0.8779397196362642,7.718720147986728,14.93034785886604,21.182634015022757,No,0.0,Yes
13.3,31.7,0.2,7.8,11.0,WNW,44.0,ESE,WSW,6.0,28.0,80.0,23.0,1021.6,1017.6,2.0,5.0,17.5,30.7,No,0.0,No
4.6,15.7,0.0,1.0,0.6,NNE,15.0,SSE,NNE,6.0,6.0,85.0,67.0,1030.3,1027.1,7.0,7.0,9.9,15.5,No,0.8,No
3.4,15.0,0.8,4.8,11.7,S,70.0,S,S,35.0,37.0,43.0,24.0,1023.4,1023.1,1.0,5.0,8.3,14.3,No,0.0,No
7.5,23.3,0.0,6.8,10.9,WNW,65.0,N,NW,15.0,41.0,46.0,15.0,1012.5,1010.9,1.0,0.0,18.3,21.3,No,0.0,No
11.7,30.2,0.0,7.8,11.2,NE,33.0,ESE,NNW,9.0,13.0,73.0,22.0,1024.3,1020.6,1.0,0.0,17.7,28.8,No,0.0,No
6.3,19.3,0.0,3.4,10.6,S,31.0,S,SE,9.0,13.0,65.0,39.0,1027.9,1024.4,1.0,1.0,12.6,18.8,No,0.0,No
6.7,26.1,0.0,6.2,7.5,SSW,70.0,NE,NNW,6.0,33.0,56.0,47.0,1020.9,1016.0,4.0,7.0,16.3,23.2,No,13.2,Yes
-1.0,12.2,0.0,1.6,8.4,ESE,30.0,SE,E,7.0,13.0,82.0,51.0,1032.2,1027.4,3.0,5.0,3.7,10.8,No,0.0,No
1.990012101141733,20.179703850319807,0.0,3.208927172694125,7.743995159543306,SSE,33.73538833881284,NW,SSE,3.470776677625682,16.690752475342215,78.1615291529679,37.05844664474864,1021.9189150715524,1017.6336869087214,3.206165016438523,2.3676941694064206,8.528162596210176,19.90616501643852,No,0.9228645066160056,Yes
15.309117581033572,24.55458323979756,2.718210712786369,8.386384751651578,2.2636519222695832,N,30.8864580994939,N,NE,10.136396976291964,9.659129805673958,68.86360302370804,51.38633585309003,1016.2227083801012,1014.1363480777304,7.477267170618006,8.0,18.87048399572457,23.29321682510656,Yes,3.494279436183831,Yes
12.258435486367627,30.65836922493997,0.0,7.0333443769046085,8.566655623095393,ENE,42.75008282678456,W,W,4.333443769046083,16.500165653569127,68.25024848035369,28.41630775060023,1013.6500496960708,1009.9666556230952,4.500165653569125,6.833278115476959,19.033410638332256,29.508352659583064,No,0.0,Yes
13.70003947811865,18.325060862099587,6.149983550783896,3.700059217177977,0.2250148042944942,NW,39.99980260940674,NNE,N,9.749917753919476,16.749786160190638,93.7499835507839,91.24988485548728,1010.1749983550784,1007.025034543354,8.0,8.0,16.45000328984322,17.450055927334756,Yes,5.9533574376362415,Yes
0.1,16.7,0.0,3.8,10.2,WNW,28.0,ESE,NNE,2.0,13.0,69.0,44.0,1027.0,1024.8,1.0,4.0,9.0,14.9,No,0.0,No
7.5,19.0,0.0,4.0,6.8,ENE,26.0,SE,ESE,0.0,7.0,74.0,43.0,1025.5,1022.2,6.0,5.0,12.6,18.1,No,0.0,No
17.62393389774209,31.95770253983941,0.0,8.812619912017022,8.67606610225791,ESE,55.20409109395374,NNE,NE,12.929504233065678,18.96475211653284,61.10574365040148,53.71801693226272,1011.3296775481436,1008.41205360641,6.0,7.0,23.53376864209732,25.432462715805364,No,0.0,Yes
9.01231510346051,26.365024086246656,0.0,5.168472655190765,10.522167752854193,NE,31.93595919550425,SE,NNE,6.532020402247875,13.0,72.97044488494532,34.18719183910085,1015.7724142815736,1011.5596061206744,1.0,5.280787758651275,14.86206857474119,24.658620005797083,No,0.0458792610320698,Yes
2.3,11.6,19.2,1.8,7.5,WNW,54.0,WNW,WNW,26.0,31.0,78.0,56.0,1006.9,1010.3,7.0,3.0,7.6,11.2,Yes,0.0,No
0.5,17.1,0.0,4.0,9.4,NW,31.0,ESE,W,6.0,13.0,74.0,42.0,1020.8,1017.4,1.0,1.0,7.4,16.2,No,0.0,No
-0.9,16.7,0.0,2.8,8.6,NW,35.0,WNW,NW,7.0,22.0,84.0,33.0,1018.1,1013.9,7.0,7.0,6.4,15.5,No,1.0,No
5.4,20.7,0.0,3.2,10.8,SSE,28.0,SSE,S,7.0,9.0,66.0,36.0,1027.2,1023.9,1.0,2.0,12.3,20.4,No,0.0,No
14.7,34.2,0.0,6.6,12.8,NE,33.0,WNW,NW,6.0,11.0,64.0,25.0,1017.8,1013.3,1.0,1.0,21.3,32.2,No,0.0,No
0.5074746011600093,15.387143686004784,0.0023918723712029,2.3970101595359963,6.381462989123177,W,69.89535558375987,NW,NNW,21.93422350979192,27.955152393039945,53.137532661344174,68.0837155329921,1017.2215268513409,1010.2325892610576,1.0179390427840225,7.002989840464004,9.689834542422387,12.887143686004784,No,0.0,Yes
-3.5,7.6,0.4,2.4,4.7,NW,50.0,NW,NW,30.0,24.0,92.0,68.0,1014.8,1012.6,8.0,6.0,3.3,5.1,No,0.4,No
7.0,14.3,2.6,9.6,9.7,WNW,63.0,NW,W,26.0,33.0,68.0,40.0,1010.3,1012.7,1.0,3.0,9.1,13.7,Yes,0.0,No
11.694492344053993,29.072994577112645,0.0,7.516451027811405,8.353023692365456,ESE,38.53726670193332,SSE,WNW,3.033723221094529,8.606864699593563,77.69292285573641,30.205999822959964,1012.9870743906938,1008.6514278407448,1.7853138436558995,7.106926420931753,16.798736963545505,28.34905002146444,No,0.0,Yes
11.837437214211366,24.409283960606484,0.0,7.611221118537229,6.823733675694956,NNE,59.0,NNE,NNW,21.668819064367497,26.668819064367497,64.06256278578863,55.3311809356325,1005.286841723532,1001.0074472599376,6.0,6.393743721421137,18.376811586353483,19.316831677805844,No,0.2196448151766039,Yes
-0.3766476643787117,16.524917089870485,0.5008044874236378,1.739923077237853,8.679791725323032,W,38.32884836594578,SE,NW,5.451329895699187,15.1682489458202,79.79132935459859,49.96219335458781,1025.4484776952966,1021.6239481912972,1.136937406218507,5.021081776700212,6.481262002232635,17.997407149127532,No,2.2839691747176945,Yes
13.50476007521922,23.60823572040061,4.077219483854882,6.142727602127748,6.142085387108839,W,46.78957306445581,NW,W,9.537967526908531,16.731016236545734,95.13449188172712,59.46203247309147,1011.8221383011262,1007.74144317209,7.596524354818602,4.596524354818602,15.114091403191624,22.12927841395504,Yes,5.189956140702442,Yes
14.450610395635936,22.471363847257717,5.980467339650089,7.982908922193828,5.406103956359347,SSE,40.59155934539021,NNW,SSE,14.432856480047182,17.987792087281306,94.50610395635935,62.46948021820327,1013.1213114051112,1009.9609346793002,8.0,4.506103956359347,15.157935143267151,20.970143055985847,Yes,9.80050197395252,Yes
8.4,16.1,0.0,3.0,4.9,SE,35.0,SE,ESE,13.0,22.0,69.0,51.0,1029.5,1027.4,6.0,7.0,13.6,15.2,No,0.0,No
13.423944436960706,23.98148863886456,0.0436749512498793,3.2143107615651774,0.6788101234682382,NNW,27.290635284386862,SSW,S,4.950276407983423,5.899430363619534,81.85980841495521,46.40507247966399,1017.5419087744528,1012.503317066186,7.471204411013752,7.150375753847755,18.071662080553512,23.220833838781218,No,1.908672493933144,Yes
5.3,21.0,0.0,4.6,6.3,WNW,26.0,SSW,NW,7.0,7.0,77.0,44.0,1027.2,1023.3,7.0,2.0,12.0,20.4,No,0.0,No
0.3,17.0,0.0,2.2,5.6,WNW,31.0,S,WNW,6.0,24.0,99.0,52.0,1021.9,1018.6,8.0,1.0,3.8,16.2,No,0.0,No
15.175597466937964,20.09761013224814,21.163648128178657,3.382767070193551,0.1244025330620345,S,37.97610132248138,NE,NW,7.133962004069482,17.354088657171207,85.77987334689827,89.24402533062035,1012.6186797914542,1011.0383025890123,8.0,8.0,17.377987334689827,17.169370869786604,Yes,23.252868766912712,Yes
8.4,16.1,0.0,3.0,4.9,SE,35.0,SE,ESE,13.0,22.0,69.0,51.0,1029.5,1027.4,6.0,7.0,13.6,15.2,No,0.0,No
4.4,18.2,0.0,3.6,11.0,W,31.0,SE,WNW,7.0,19.0,78.0,35.0,1017.4,1015.0,1.0,3.0,9.2,17.2,No,0.0,No
12.116027662663184,25.23401977153867,0.0,6.0988094287024825,12.451096516285803,NW,43.066314900021865,NNW,WSW,6.5075157865945705,12.62382657914088,68.51298101794072,46.56648210692447,1013.9726794979044,1010.2190680645784,6.07998018229981,4.118333918922521,15.642502301026209,22.01668736078166,No,0.0,Yes
17.5,29.9,0.0,6.6,8.8,E,43.0,E,ENE,13.0,11.0,74.0,45.0,1018.5,1015.9,8.0,1.0,19.3,27.9,No,0.0,No
14.890465905335208,20.515533550342617,22.607458532268623,2.1630055871042817,0.0,SSE,42.42638403342912,E,S,6.303883929942269,20.17617714562722,80.54656271535126,86.89394591345427,1015.9371016655164,1014.2544491652131,7.537679671832655,7.934282779014327,16.966864376500386,15.74928964797297,Yes,18.718553244497336,Yes
3.8,21.7,0.2,2.8,6.5,NW,44.0,ESE,WNW,2.0,20.0,99.0,34.0,1011.9,1006.7,7.0,7.0,7.9,20.2,No,0.0,No
